"AssignmentId","WorkerId","HITId","AcceptTime","SubmitTime","ApprovalTime","TimeToComplete","PMID","AbstractId","Question1","Question2","Question3","Question4","Relevant","Honeypot"
"3TK8OJTYM2YYW97XXENBUMCJMUHVPK","AYALPYEQ512PP","359AP8GAGGXB5AZ4K8TNFP2PP7TC72","2015-01-20T22:00:22Z","2015-01-20T22:01:28Z","2015-01-20T23:02:36Z","20583.666666667",24960737,352,"Yes",1,"-","-",0,0
"3TK8OJTYM2YYW97XXENBUMCJMUHVPK","AYALPYEQ512PP","359AP8GAGGXB5AZ4K8TNFP2PP7TC72","2015-01-20T22:00:22Z","2015-01-20T22:01:28Z","2015-01-20T23:02:36Z","20583.666666667",23820314,1481,"No","-","-","-",0,0
"3TK8OJTYM2YYW97XXENBUMCJMUHVPK","AYALPYEQ512PP","359AP8GAGGXB5AZ4K8TNFP2PP7TC72","2015-01-20T22:00:22Z","2015-01-20T22:01:28Z","2015-01-20T23:02:36Z","20583.666666667",24078823,756,"Yes",34,"No","-",0,0
"3EJPLAJKENT7VNU2JFD59SYYFXNZ62","A8L450UGY77XB","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-16T20:54:39Z","2015-01-16T21:02:16Z","2015-01-16T22:02:39Z",24524,24903908,774,"Yes","NoInfo","No","-",0,0
"3EJPLAJKENT7VNU2JFD59SYYFXNZ62","A8L450UGY77XB","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-16T20:54:39Z","2015-01-16T21:02:16Z","2015-01-16T22:02:39Z",24524,24839565,1806,"Yes",1,"-","-",0,0
"3EJPLAJKENT7VNU2JFD59SYYFXNZ62","A8L450UGY77XB","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-16T20:54:39Z","2015-01-16T21:02:16Z","2015-01-16T22:02:39Z",24524,24515261,349,"Yes",70,"Yes","Yes",0,0
"3EJJQNKU9SIEQLSS5HAWKGLPFU0RHI","A3HPVFAF1U9WXK","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-17T17:14:48Z","2015-01-17T17:18:34Z","2015-01-17T18:22:38Z",74453,24903908,774,"Yes","NoInfo","No","-",0,0
"3EJJQNKU9SIEQLSS5HAWKGLPFU0RHI","A3HPVFAF1U9WXK","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-17T17:14:48Z","2015-01-17T17:18:34Z","2015-01-17T18:22:38Z",74453,24839565,1806,"Yes",1,"-","-",0,0
"3EJJQNKU9SIEQLSS5HAWKGLPFU0RHI","A3HPVFAF1U9WXK","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-17T17:14:48Z","2015-01-17T17:18:34Z","2015-01-17T18:22:38Z",74453,24515261,349,"Yes",70,"Yes","No",0,0
"3Y4W8Q93L0XP7C47S5WGUSVU8AMVDC","AYALPYEQ512PP","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-19T22:25:29Z","2015-01-19T22:28:08Z","2015-01-19T23:32:38Z","47126.666666667",24903908,774,"Yes","NoInfo","No","-",0,0
"3Y4W8Q93L0XP7C47S5WGUSVU8AMVDC","AYALPYEQ512PP","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-19T22:25:29Z","2015-01-19T22:28:08Z","2015-01-19T23:32:38Z","47126.666666667",24839565,1806,"Yes",1,"-","-",0,0
"3Y4W8Q93L0XP7C47S5WGUSVU8AMVDC","AYALPYEQ512PP","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-19T22:25:29Z","2015-01-19T22:28:08Z","2015-01-19T23:32:38Z","47126.666666667",24515261,349,"Yes",70,"Yes","No",0,0
"34BBWHLWHBOJUCKYAT2N7RUL7PLIW2","AV3CA0IYNRCCJ","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-20T20:10:14Z","2015-01-20T20:11:44Z","2015-01-20T21:12:37Z","29168.333333333",24903908,774,"Yes","NoInfo","No","-",0,0
"34BBWHLWHBOJUCKYAT2N7RUL7PLIW2","AV3CA0IYNRCCJ","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-20T20:10:14Z","2015-01-20T20:11:44Z","2015-01-20T21:12:37Z","29168.333333333",24839565,1806,"Yes",1,"-","-",0,0
"34BBWHLWHBOJUCKYAT2N7RUL7PLIW2","AV3CA0IYNRCCJ","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-20T20:10:14Z","2015-01-20T20:11:44Z","2015-01-20T21:12:37Z","29168.333333333",24515261,349,"Yes",70,"Yes","Yes",0,0
"3EA3QWIZ4J8R2VG4FOXCK7NM3VJTI3","A1JVUD5XUB9H48","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-21T04:23:31Z","2015-01-21T04:56:49Z","2015-01-21T05:57:36Z","43408.666666667",24903908,774,"Yes","NoInfo","No","-",0,0
"3EA3QWIZ4J8R2VG4FOXCK7NM3VJTI3","A1JVUD5XUB9H48","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-21T04:23:31Z","2015-01-21T04:56:49Z","2015-01-21T05:57:36Z","43408.666666667",24839565,1806,"Yes",1,"-","-",0,0
"3EA3QWIZ4J8R2VG4FOXCK7NM3VJTI3","A1JVUD5XUB9H48","32CXT5U14GGBRILNG46TNVKQ7R58UU","2015-01-21T04:23:31Z","2015-01-21T04:56:49Z","2015-01-21T05:57:36Z","43408.666666667",24515261,349,"Yes",70,"Yes","Yes",0,0
"3PS7W85Z80FYRUN1BURZ7EOJK3HT91","A19PATBI3SQNU0","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T03:15:50Z","2015-01-18T04:15:49Z","2015-01-18T05:17:37Z",33898,23980840,1615,"No","-","-","-",0,0
"3PS7W85Z80FYRUN1BURZ7EOJK3HT91","A19PATBI3SQNU0","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T03:15:50Z","2015-01-18T04:15:49Z","2015-01-18T05:17:37Z",33898,24134044,588,"No","-","-","-",0,0
"3PS7W85Z80FYRUN1BURZ7EOJK3HT91","A19PATBI3SQNU0","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T03:15:50Z","2015-01-18T04:15:49Z","2015-01-18T05:17:37Z",33898,23398551,1479,"Yes","NoInfo","No","-",0,0
"30OG32W0SVOHRD9YM9L9QTJ2MIHNEA","A3HPVFAF1U9WXK","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T13:44:10Z","2015-01-18T13:46:03Z","2015-01-18T14:47:37Z",36873,23980840,1615,"No","-","-","-",0,0
"30OG32W0SVOHRD9YM9L9QTJ2MIHNEA","A3HPVFAF1U9WXK","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T13:44:10Z","2015-01-18T13:46:03Z","2015-01-18T14:47:37Z",36873,24134044,588,"No","-","-","-",0,0
"30OG32W0SVOHRD9YM9L9QTJ2MIHNEA","A3HPVFAF1U9WXK","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T13:44:10Z","2015-01-18T13:46:03Z","2015-01-18T14:47:37Z",36873,23398551,1479,"Yes","NoInfo","No","-",0,0
"3HUTX6F6VV07EIXUU4QL3HAIFP42OA","A1BAEFJ2OG7NJ0","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T21:12:17Z","2015-01-18T21:13:22Z","2015-01-18T22:17:37Z","20664.333333333",23980840,1615,"No","-","-","-",0,0
"3HUTX6F6VV07EIXUU4QL3HAIFP42OA","A1BAEFJ2OG7NJ0","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T21:12:17Z","2015-01-18T21:13:22Z","2015-01-18T22:17:37Z","20664.333333333",24134044,588,"No","-","-","-",0,0
"3HUTX6F6VV07EIXUU4QL3HAIFP42OA","A1BAEFJ2OG7NJ0","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-18T21:12:17Z","2015-01-18T21:13:22Z","2015-01-18T22:17:37Z","20664.333333333",23398551,1479,"No","-","-","-",0,0
"3EJJQNKU9SIEQLSS5HAWKGLPFX8HRM","AV3CA0IYNRCCJ","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-20T02:08:03Z","2015-01-20T02:10:20Z","2015-01-20T03:12:38Z",45049,23980840,1615,"No","-","-","-",0,0
"3EJJQNKU9SIEQLSS5HAWKGLPFX8HRM","AV3CA0IYNRCCJ","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-20T02:08:03Z","2015-01-20T02:10:20Z","2015-01-20T03:12:38Z",45049,24841008,233,"Yes",102,"Yes","Yes",0,1
"3EJJQNKU9SIEQLSS5HAWKGLPFX8HRM","AV3CA0IYNRCCJ","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-20T02:08:03Z","2015-01-20T02:10:20Z","2015-01-20T03:12:38Z",45049,23398551,1479,"Yes","NoInfo","No","-",0,0
"3X0H8UUIT218OQNUF5W1BT08GNPSW6","AYALPYEQ512PP","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-20T21:14:31Z","2015-01-20T21:17:21Z","2015-01-20T22:17:39Z",55892,23980840,1615,"Yes","NoInfo","No","-",0,0
"3X0H8UUIT218OQNUF5W1BT08GNPSW6","AYALPYEQ512PP","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-20T21:14:31Z","2015-01-20T21:17:21Z","2015-01-20T22:17:39Z",55892,24134044,588,"No","-","-","-",0,0
"3X0H8UUIT218OQNUF5W1BT08GNPSW6","AYALPYEQ512PP","3V0TR1NRVAFQT8KNYWZP6ISRY2I4A8","2015-01-20T21:14:31Z","2015-01-20T21:17:21Z","2015-01-20T22:17:39Z",55892,23398551,1479,"Yes","NoInfo","No","-",0,0
"336YQZE83WRBDCV5Z7D69KOP4YTM5R","A8L450UGY77XB","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-16T19:57:58Z","2015-01-16T20:03:53Z","2015-01-16T21:07:40Z",15453,24980688,823,"No","-","-","-",0,0
"336YQZE83WRBDCV5Z7D69KOP4YTM5R","A8L450UGY77XB","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-16T19:57:58Z","2015-01-16T20:03:53Z","2015-01-16T21:07:40Z",15453,22322816,1061,"Yes",1,"-","-",0,0
"336YQZE83WRBDCV5Z7D69KOP4YTM5R","A8L450UGY77XB","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-16T19:57:58Z","2015-01-16T20:03:53Z","2015-01-16T21:07:40Z",15453,23963037,1122,"Yes",25,"No","-",0,0
"3DEL4X4EL7YK9C4TOGKCVY2G68UYXI","A1JVUD5XUB9H48","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-18T09:28:15Z","2015-01-18T09:52:31Z","2015-01-18T10:52:37Z","483252.66666667",24980688,823,"No","-","-","-",0,0
"3DEL4X4EL7YK9C4TOGKCVY2G68UYXI","A1JVUD5XUB9H48","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-18T09:28:15Z","2015-01-18T09:52:31Z","2015-01-18T10:52:37Z","483252.66666667",22322816,1061,"No","-","-","-",0,0
"3DEL4X4EL7YK9C4TOGKCVY2G68UYXI","A1JVUD5XUB9H48","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-18T09:28:15Z","2015-01-18T09:52:31Z","2015-01-18T10:52:37Z","483252.66666667",23963037,1122,"Yes",25,"Yes","Yes",0,0
"3I2PTA7R3U75GAE0YNOTSIRCBQ5KQJ","A3HPVFAF1U9WXK","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-18T20:03:01Z","2015-01-18T20:05:35Z","2015-01-18T21:07:38Z","49970.333333333",24980688,823,"No","-","-","-",0,0
"3I2PTA7R3U75GAE0YNOTSIRCBQ5KQJ","A3HPVFAF1U9WXK","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-18T20:03:01Z","2015-01-18T20:05:35Z","2015-01-18T21:07:38Z","49970.333333333",22322816,1061,"Yes",1,"-","-",0,0
"3I2PTA7R3U75GAE0YNOTSIRCBQ5KQJ","A3HPVFAF1U9WXK","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-18T20:03:01Z","2015-01-18T20:05:35Z","2015-01-18T21:07:38Z","49970.333333333",23963037,1122,"Yes",25,"No","-",0,0
"39LOEL67OTITE86XRNFUP5PA60583X","AJPLNQSDWH2UN","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-20T04:25:51Z","2015-01-20T04:30:30Z","2015-01-20T05:32:37Z",92750,24980688,823,"No","-","-","-",0,0
"39LOEL67OTITE86XRNFUP5PA60583X","AJPLNQSDWH2UN","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-20T04:25:51Z","2015-01-20T04:30:30Z","2015-01-20T05:32:37Z",92750,22322816,1061,"Yes",1,"-","-",0,0
"39LOEL67OTITE86XRNFUP5PA60583X","AJPLNQSDWH2UN","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-20T04:25:51Z","2015-01-20T04:30:30Z","2015-01-20T05:32:37Z",92750,23963037,1122,"Yes",25,"No","-",0,0
"33ISQZVXPQZJ3BST1S60KUPN245CC7","A3PGULUBHF331P","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-20T08:37:58Z","2015-01-20T08:39:08Z","2015-01-20T09:42:37Z",0,24980688,823,"No","-","-","-",0,0
"33ISQZVXPQZJ3BST1S60KUPN245CC7","A3PGULUBHF331P","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-20T08:37:58Z","2015-01-20T08:39:08Z","2015-01-20T09:42:37Z",0,22322816,1061,"Yes",1,"-","-",0,0
"33ISQZVXPQZJ3BST1S60KUPN245CC7","A3PGULUBHF331P","3BC9H1KCYUP3YS1AO8JO4WTPLMJYWX","2015-01-20T08:37:58Z","2015-01-20T08:39:08Z","2015-01-20T09:42:37Z",0,23963037,1122,"Yes",25,"CantTell","Yes",0,0
"3SNVL38CI551M94HT5NY8D2V7C9KCL","A19PATBI3SQNU0","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-18T23:39:20Z","2015-01-19T01:41:43Z","2015-01-19T02:42:38Z",27865,24793450,8,"Yes",251,"Yes","Yes",1,0
"3SNVL38CI551M94HT5NY8D2V7C9KCL","A19PATBI3SQNU0","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-18T23:39:20Z","2015-01-19T01:41:43Z","2015-01-19T02:42:38Z",27865,23978533,1315,"Yes",1,"-","-",0,0
"3SNVL38CI551M94HT5NY8D2V7C9KCL","A19PATBI3SQNU0","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-18T23:39:20Z","2015-01-19T01:41:43Z","2015-01-19T02:42:38Z",27865,23402466,1657,"No","-","-","-",0,0
"3SITXWYCNWMOW4BIEO6SNN4FL0AXB2","A1JVUD5XUB9H48","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-19T16:34:36Z","2015-01-19T16:36:05Z","2015-01-19T17:37:40Z","28070.333333333",24793450,8,"Yes",251,"Yes","Yes",1,0
"3SITXWYCNWMOW4BIEO6SNN4FL0AXB2","A1JVUD5XUB9H48","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-19T16:34:36Z","2015-01-19T16:36:05Z","2015-01-19T17:37:40Z","28070.333333333",23978533,1315,"Yes",1,"-","-",0,0
"3SITXWYCNWMOW4BIEO6SNN4FL0AXB2","A1JVUD5XUB9H48","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-19T16:34:36Z","2015-01-19T16:36:05Z","2015-01-19T17:37:40Z","28070.333333333",23402466,1657,"No","-","-","-",0,0
"30BUDKLTXE8D1O3SI9PNWCJGVZT5EI","AV3CA0IYNRCCJ","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T03:20:54Z","2015-01-20T03:22:18Z","2015-01-20T04:22:37Z","26942.666666667",24793450,8,"Yes",251,"Yes","Yes",1,0
"30BUDKLTXE8D1O3SI9PNWCJGVZT5EI","AV3CA0IYNRCCJ","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T03:20:54Z","2015-01-20T03:22:18Z","2015-01-20T04:22:37Z","26942.666666667",23978533,1315,"Yes",1,"-","-",0,0
"30BUDKLTXE8D1O3SI9PNWCJGVZT5EI","AV3CA0IYNRCCJ","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T03:20:54Z","2015-01-20T03:22:18Z","2015-01-20T04:22:37Z","26942.666666667",23402466,1657,"No","-","-","-",0,0
"3GM6G9ZBKOADYE6V03V4C0U3K4NTM3","AYALPYEQ512PP","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T20:08:29Z","2015-01-20T20:10:04Z","2015-01-20T21:12:37Z","30401.333333333",24793450,8,"Yes",251,"Yes","Yes",1,0
"3GM6G9ZBKOADYE6V03V4C0U3K4NTM3","AYALPYEQ512PP","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T20:08:29Z","2015-01-20T20:10:04Z","2015-01-20T21:12:37Z","30401.333333333",23978533,1315,"Yes",1,"-","-",0,0
"3GM6G9ZBKOADYE6V03V4C0U3K4NTM3","AYALPYEQ512PP","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T20:08:29Z","2015-01-20T20:10:04Z","2015-01-20T21:12:37Z","30401.333333333",23402466,1657,"No","-","-","-",0,0
"3TVSS0C0E2D93Q09451RLYWUI61TWU","A8L450UGY77XB","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T20:13:31Z","2015-01-20T20:18:46Z","2015-01-20T21:22:39Z","12522.333333333",24793450,8,"Yes",251,"Yes","Yes",1,0
"3TVSS0C0E2D93Q09451RLYWUI61TWU","A8L450UGY77XB","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T20:13:31Z","2015-01-20T20:18:46Z","2015-01-20T21:22:39Z","12522.333333333",23978533,1315,"Yes",1,"-","-",0,0
"3TVSS0C0E2D93Q09451RLYWUI61TWU","A8L450UGY77XB","3RIHDBQ1NEBL7LH7A69D9YWVXOTHMR","2015-01-20T20:13:31Z","2015-01-20T20:18:46Z","2015-01-20T21:22:39Z","12522.333333333",23402466,1657,"No","-","-","-",0,0
"32ZKVD547G0CG644UZZ4G7FBE3T3BO","A8L450UGY77XB","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-16T15:32:01Z","2015-01-16T16:23:33Z","2015-01-16T17:27:37Z","36802.333333333",24696618,1389,"Yes",1,"-","-",0,0
"32ZKVD547G0CG644UZZ4G7FBE3T3BO","A8L450UGY77XB","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-16T15:32:01Z","2015-01-16T16:23:33Z","2015-01-16T17:27:37Z","36802.333333333",25064362,840,"No","-","-","-",0,0
"32ZKVD547G0CG644UZZ4G7FBE3T3BO","A8L450UGY77XB","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-16T15:32:01Z","2015-01-16T16:23:33Z","2015-01-16T17:27:37Z","36802.333333333",23477888,1775,"No","-","-","-",0,0
"3I33IC7ZWGFICE3TKLL32MQDQ7VA2C","A3HPVFAF1U9WXK","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-17T17:18:36Z","2015-01-17T17:20:04Z","2015-01-17T18:22:38Z","28537.333333333",24696618,1389,"Yes",1,"-","-",0,0
"3I33IC7ZWGFICE3TKLL32MQDQ7VA2C","A3HPVFAF1U9WXK","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-17T17:18:36Z","2015-01-17T17:20:04Z","2015-01-17T18:22:38Z","28537.333333333",25064362,840,"Yes",13,"No","-",0,0
"3I33IC7ZWGFICE3TKLL32MQDQ7VA2C","A3HPVFAF1U9WXK","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-17T17:18:36Z","2015-01-17T17:20:04Z","2015-01-17T18:22:38Z","28537.333333333",23477888,1775,"No","-","-","-",0,0
"3P1L2B7AD22DF4J24A8QID9RLQJOLB","A1JVUD5XUB9H48","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-19T16:12:23Z","2015-01-19T16:14:41Z","2015-01-19T17:17:40Z","43837.333333333",24696618,1389,"Yes",1,"-","-",0,0
"3P1L2B7AD22DF4J24A8QID9RLQJOLB","A1JVUD5XUB9H48","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-19T16:12:23Z","2015-01-19T16:14:41Z","2015-01-19T17:17:40Z","43837.333333333",25064362,840,"Yes","NoInfo","No","-",0,0
"3P1L2B7AD22DF4J24A8QID9RLQJOLB","A1JVUD5XUB9H48","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-19T16:12:23Z","2015-01-19T16:14:41Z","2015-01-19T17:17:40Z","43837.333333333",23477888,1775,"Yes","NoInfo","No","-",0,0
"3ZWFC4W1UVKUCP1MARMWHV9CZIVRFY","AYALPYEQ512PP","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-20T02:43:57Z","2015-01-20T02:45:37Z","2015-01-20T03:47:38Z",31501,24696618,1389,"Yes",1,"-","-",0,0
"3ZWFC4W1UVKUCP1MARMWHV9CZIVRFY","AYALPYEQ512PP","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-20T02:43:57Z","2015-01-20T02:45:37Z","2015-01-20T03:47:38Z",31501,25064362,840,"Yes",40,"Yes","No",0,0
"3ZWFC4W1UVKUCP1MARMWHV9CZIVRFY","AYALPYEQ512PP","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-20T02:43:57Z","2015-01-20T02:45:37Z","2015-01-20T03:47:38Z",31501,23477888,1775,"No","-","-","-",0,0
"3LS2AMNW5G3O61ZFWFGMZZ8LVXLOQH","A1VS2PFZRWWPO3","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-20T03:02:05Z","2015-01-20T03:06:46Z","2015-01-20T04:07:46Z","92849.666666667",24696618,1389,"Yes",1,"-","-",0,0
"3LS2AMNW5G3O61ZFWFGMZZ8LVXLOQH","A1VS2PFZRWWPO3","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-20T03:02:05Z","2015-01-20T03:06:46Z","2015-01-20T04:07:46Z","92849.666666667",24250064,395,"Yes",1,"-","-",0,1
"3LS2AMNW5G3O61ZFWFGMZZ8LVXLOQH","A1VS2PFZRWWPO3","3ZRKL6Z1E8GA5KZ1AXNH07J0ADXGS2","2015-01-20T03:02:05Z","2015-01-20T03:06:46Z","2015-01-20T04:07:46Z","92849.666666667",23477888,1775,"No","-","-","-",0,0
"3PW9OPU9PRXMIQQTO2SARLXAMDL21C","A8L450UGY77XB","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-17T13:41:46Z","2015-01-17T13:44:40Z","2015-01-17T14:47:37Z","31233.666666667",24969344,1240,"Yes",13,"Yes","Yes",0,0
"3PW9OPU9PRXMIQQTO2SARLXAMDL21C","A8L450UGY77XB","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-17T13:41:46Z","2015-01-17T13:44:40Z","2015-01-17T14:47:37Z","31233.666666667",24108258,399,"Yes","NoInfo","Yes","No",0,0
"3PW9OPU9PRXMIQQTO2SARLXAMDL21C","A8L450UGY77XB","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-17T13:41:46Z","2015-01-17T13:44:40Z","2015-01-17T14:47:37Z","31233.666666667",23595187,1275,"Yes",1,"-","-",0,0
"338JKRMM27CMR46B36OAPQWFFSVHAN","A1JVUD5XUB9H48","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-19T05:59:00Z","2015-01-19T06:03:50Z","2015-01-19T07:07:37Z",95338,24969344,1240,"Yes","NoInfo","Yes","No",0,0
"338JKRMM27CMR46B36OAPQWFFSVHAN","A1JVUD5XUB9H48","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-19T05:59:00Z","2015-01-19T06:03:50Z","2015-01-19T07:07:37Z",95338,24108258,399,"Yes","NoInfo","No","-",0,0
"338JKRMM27CMR46B36OAPQWFFSVHAN","A1JVUD5XUB9H48","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-19T05:59:00Z","2015-01-19T06:03:50Z","2015-01-19T07:07:37Z",95338,23595187,1275,"Yes",1,"-","-",0,0
"3XXU1SWE8N8BG40F5YHPJYXYTBGA01","AYALPYEQ512PP","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-20T00:35:20Z","2015-01-20T00:39:33Z","2015-01-20T01:42:38Z","81895.666666667",24969344,1240,"Yes",13,"Yes","No",0,0
"3XXU1SWE8N8BG40F5YHPJYXYTBGA01","AYALPYEQ512PP","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-20T00:35:20Z","2015-01-20T00:39:33Z","2015-01-20T01:42:38Z","81895.666666667",24108258,399,"Yes","NoInfo","No","-",0,0
"3XXU1SWE8N8BG40F5YHPJYXYTBGA01","AYALPYEQ512PP","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-20T00:35:20Z","2015-01-20T00:39:33Z","2015-01-20T01:42:38Z","81895.666666667",23595187,1275,"Yes",1,"-","-",0,0
"3WZ36BJEV4THFN2Y9E5VYKJ984WBT7","A19PATBI3SQNU0","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-19T23:12:59Z","2015-01-20T04:29:48Z","2015-01-20T05:32:37Z","89677.666666667",24969344,1240,"Yes",13,"Yes","No",0,0
"3WZ36BJEV4THFN2Y9E5VYKJ984WBT7","A19PATBI3SQNU0","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-19T23:12:59Z","2015-01-20T04:29:48Z","2015-01-20T05:32:37Z","89677.666666667",24108258,399,"No","-","-","-",0,0
"3WZ36BJEV4THFN2Y9E5VYKJ984WBT7","A19PATBI3SQNU0","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-19T23:12:59Z","2015-01-20T04:29:48Z","2015-01-20T05:32:37Z","89677.666666667",23595187,1275,"Yes",1,"-","-",0,0
"3U8YCDAGXQT33K7WUUEB9YC3XU80Q6","A3HPVFAF1U9WXK","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-20T08:10:59Z","2015-01-20T08:12:42Z","2015-01-20T09:17:37Z",33118,24969344,1240,"Yes","NoInfo","Yes","CantTell",0,0
"3U8YCDAGXQT33K7WUUEB9YC3XU80Q6","A3HPVFAF1U9WXK","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-20T08:10:59Z","2015-01-20T08:12:42Z","2015-01-20T09:17:37Z",33118,24108258,399,"No","-","-","-",0,0
"3U8YCDAGXQT33K7WUUEB9YC3XU80Q6","A3HPVFAF1U9WXK","3R0WOCG21MMN8DHEXCH99NYRII2DU5","2015-01-20T08:10:59Z","2015-01-20T08:12:42Z","2015-01-20T09:17:37Z",33118,23595187,1275,"Yes",1,"-","-",0,0
"337RC3OW06F85OSZ5MU4D53ZHJWVL0","A19PATBI3SQNU0","388CL5C1RJ0113ZMAU8Y9LH6XJ3HLP","2015-01-19T01:25:00Z","2015-01-19T03:26:55Z","2015-01-19T04:27:38Z",31994,24509987,1685,"Yes",23,"No","-",0,0
