AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,TimeToComplete,AbstractId,Question1,Question2,Question3,Question4,Relevant
3EQHHY4HQT5BL2ZJO4FBWF4S4QFG5Z,AJPLNQSDWH2UN,3DZKABX2ZIIDG00026W3L3IS8DQCVT,2014-10-07T08:53:32Z,2014-10-07T08:56:04Z,2014-10-07T09:57:15Z,49782,1043,No,-,-,-,0
3EQHHY4HQT5BL2ZJO4FBWF4S4QFG5Z,AJPLNQSDWH2UN,3DZKABX2ZIIDG00026W3L3IS8DQCVT,2014-10-07T08:53:32Z,2014-10-07T08:56:04Z,2014-10-07T09:57:15Z,49782,3657,Yes,No,-,-,0
3EQHHY4HQT5BL2ZJO4FBWF4S4QFG5Z,AJPLNQSDWH2UN,3DZKABX2ZIIDG00026W3L3IS8DQCVT,2014-10-07T08:53:32Z,2014-10-07T08:56:04Z,2014-10-07T09:57:15Z,49782,3307,No,-,-,-,0
317HQ483I85T7IBKISB0B8HUAOBNIS,AV3CA0IYNRCCJ,3DZKABX2ZIIDG00026W3L3IS8DQCVT,2014-10-07T12:53:53Z,2014-10-07T12:54:30Z,2014-10-07T13:57:16Z,11797.333333333,1043,No,-,-,-,0
317HQ483I85T7IBKISB0B8HUAOBNIS,AV3CA0IYNRCCJ,3DZKABX2ZIIDG00026W3L3IS8DQCVT,2014-10-07T12:53:53Z,2014-10-07T12:54:30Z,2014-10-07T13:57:16Z,11797.333333333,3657,Yes,No,-,-,0
317HQ483I85T7IBKISB0B8HUAOBNIS,AV3CA0IYNRCCJ,3DZKABX2ZIIDG00026W3L3IS8DQCVT,2014-10-07T12:53:53Z,2014-10-07T12:54:30Z,2014-10-07T13:57:16Z,11797.333333333,3307,No,-,-,-,0
32EYX73OY1MJV7YC5GHV3VAF5FUUR0,A27QCN3GYCZTPE,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-06T17:24:21Z,2014-10-06T17:24:34Z,2014-10-06T18:27:16Z,3456.6666666667,1905,No,-,-,-,0
32EYX73OY1MJV7YC5GHV3VAF5FUUR0,A27QCN3GYCZTPE,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-06T17:24:21Z,2014-10-06T17:24:34Z,2014-10-06T18:27:16Z,3456.6666666667,1763,No,-,-,-,0
32EYX73OY1MJV7YC5GHV3VAF5FUUR0,A27QCN3GYCZTPE,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-06T17:24:21Z,2014-10-06T17:24:34Z,2014-10-06T18:27:16Z,3456.6666666667,1906,No,-,-,-,0
38JBBYETQPNV55ZS446DRKD2RDI4EC,A997OZ3H2B3Q2,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-06T18:27:08Z,2014-10-06T18:28:09Z,2014-10-06T19:32:15Z,19178.333333333,1905,No,-,-,-,0
38JBBYETQPNV55ZS446DRKD2RDI4EC,A997OZ3H2B3Q2,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-06T18:27:08Z,2014-10-06T18:28:09Z,2014-10-06T19:32:15Z,19178.333333333,1763,No,-,-,-,0
38JBBYETQPNV55ZS446DRKD2RDI4EC,A997OZ3H2B3Q2,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-06T18:27:08Z,2014-10-06T18:28:09Z,2014-10-06T19:32:15Z,19178.333333333,1906,No,-,-,-,0
3EO896NRAX8NX60AX6ICW82MCLGJTV,A3P7M9666KJCP,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T06:11:26Z,2014-10-07T06:12:30Z,2014-10-07T07:17:20Z,20384.666666667,1905,No,-,-,-,0
3EO896NRAX8NX60AX6ICW82MCLGJTV,A3P7M9666KJCP,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T06:11:26Z,2014-10-07T06:12:30Z,2014-10-07T07:17:20Z,20384.666666667,1763,No,-,-,-,0
3EO896NRAX8NX60AX6ICW82MCLGJTV,A3P7M9666KJCP,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T06:11:26Z,2014-10-07T06:12:30Z,2014-10-07T07:17:20Z,20384.666666667,1906,No,-,-,-,0
3FIUS151DWF91ZO350Y20CVHUZTGGH,AJPLNQSDWH2UN,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T09:06:47Z,2014-10-07T09:08:03Z,2014-10-07T10:12:15Z,24492.666666667,1905,CantTell,CantTell,CantTell,NoInfo,0
3FIUS151DWF91ZO350Y20CVHUZTGGH,AJPLNQSDWH2UN,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T09:06:47Z,2014-10-07T09:08:03Z,2014-10-07T10:12:15Z,24492.666666667,1763,No,-,-,-,0
3FIUS151DWF91ZO350Y20CVHUZTGGH,AJPLNQSDWH2UN,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T09:06:47Z,2014-10-07T09:08:03Z,2014-10-07T10:12:15Z,24492.666666667,1906,No,-,-,-,0
39ZSFO5CA992XJFZXB8M14OOVZRUJ1,A1QCQE5XW37LN1,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T11:52:51Z,2014-10-07T11:53:29Z,2014-10-07T12:57:15Z,10889.333333333,1905,No,-,-,-,0
39ZSFO5CA992XJFZXB8M14OOVZRUJ1,A1QCQE5XW37LN1,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T11:52:51Z,2014-10-07T11:53:29Z,2014-10-07T12:57:15Z,10889.333333333,1763,No,-,-,-,0
39ZSFO5CA992XJFZXB8M14OOVZRUJ1,A1QCQE5XW37LN1,3VCK0Q0PO5RGE3WBOZHSGLMEDLS0N8,2014-10-07T11:52:51Z,2014-10-07T11:53:29Z,2014-10-07T12:57:15Z,10889.333333333,1906,No,-,-,-,0
3V26SBZTBER9JXEDLKAG6QRTGERZZM,A997OZ3H2B3Q2,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T17:45:13Z,2014-10-06T17:45:38Z,2014-10-06T18:47:15Z,6529,2605,No,-,-,-,0
3V26SBZTBER9JXEDLKAG6QRTGERZZM,A997OZ3H2B3Q2,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T17:45:13Z,2014-10-06T17:45:38Z,2014-10-06T18:47:15Z,6529,467,No,-,-,-,0
3V26SBZTBER9JXEDLKAG6QRTGERZZM,A997OZ3H2B3Q2,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T17:45:13Z,2014-10-06T17:45:38Z,2014-10-06T18:47:15Z,6529,2021,No,-,-,-,0
31Q0U3WYDQST4RNZUE95NCEIT6871K,A27QCN3GYCZTPE,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T19:35:01Z,2014-10-06T19:35:12Z,2014-10-06T20:37:15Z,2865,2605,No,-,-,-,0
31Q0U3WYDQST4RNZUE95NCEIT6871K,A27QCN3GYCZTPE,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T19:35:01Z,2014-10-06T19:35:12Z,2014-10-06T20:37:15Z,2865,467,No,-,-,-,0
31Q0U3WYDQST4RNZUE95NCEIT6871K,A27QCN3GYCZTPE,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T19:35:01Z,2014-10-06T19:35:12Z,2014-10-06T20:37:15Z,2865,2021,No,-,-,-,0
3OXV7EAXLF36AUN9Y8IW5RTJWF936G,A31A4YKVSOYRVS,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T23:35:43Z,2014-10-06T23:36:53Z,2014-10-07T00:37:18Z,22946.333333333,2605,No,-,-,-,0
3OXV7EAXLF36AUN9Y8IW5RTJWF936G,A31A4YKVSOYRVS,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T23:35:43Z,2014-10-06T23:36:53Z,2014-10-07T00:37:18Z,22946.333333333,467,No,-,-,-,0
3OXV7EAXLF36AUN9Y8IW5RTJWF936G,A31A4YKVSOYRVS,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-06T23:35:43Z,2014-10-06T23:36:53Z,2014-10-07T00:37:18Z,22946.333333333,2021,No,-,-,-,0
3M0NZ3JDP2BBCJUOEW30HMKYFG7Z55,A3PGULUBHF331P,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-07T07:25:15Z,2014-10-07T07:26:05Z,2014-10-07T08:27:16Z,16272.333333333,2605,No,-,-,-,0
3M0NZ3JDP2BBCJUOEW30HMKYFG7Z55,A3PGULUBHF331P,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-07T07:25:15Z,2014-10-07T07:26:05Z,2014-10-07T08:27:16Z,16272.333333333,467,No,-,-,-,0
3M0NZ3JDP2BBCJUOEW30HMKYFG7Z55,A3PGULUBHF331P,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-07T07:25:15Z,2014-10-07T07:26:05Z,2014-10-07T08:27:16Z,16272.333333333,2021,No,-,-,-,0
3XIQGXAUMDL1US8S17UCILIJYM8X7P,AV3CA0IYNRCCJ,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-07T12:03:35Z,2014-10-07T12:03:55Z,2014-10-07T13:07:16Z,6068.6666666667,2605,No,-,-,-,0
3XIQGXAUMDL1US8S17UCILIJYM8X7P,AV3CA0IYNRCCJ,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-07T12:03:35Z,2014-10-07T12:03:55Z,2014-10-07T13:07:16Z,6068.6666666667,467,No,-,-,-,0
3XIQGXAUMDL1US8S17UCILIJYM8X7P,AV3CA0IYNRCCJ,3B9J25CZ25QXO8JW8BRYAGYL99WSC4,2014-10-07T12:03:35Z,2014-10-07T12:03:55Z,2014-10-07T13:07:16Z,6068.6666666667,2021,No,-,-,-,0
3VSOLARPKCMTSDP7WFL8P1KLMGB93R,A27QCN3GYCZTPE,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-06T20:32:02Z,2014-10-06T20:32:21Z,2014-10-06T21:37:15Z,4936.3333333333,214,No,-,-,-,0
3VSOLARPKCMTSDP7WFL8P1KLMGB93R,A27QCN3GYCZTPE,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-06T20:32:02Z,2014-10-06T20:32:21Z,2014-10-06T21:37:15Z,4936.3333333333,1579,No,-,-,-,0
3VSOLARPKCMTSDP7WFL8P1KLMGB93R,A27QCN3GYCZTPE,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-06T20:32:02Z,2014-10-06T20:32:21Z,2014-10-06T21:37:15Z,4936.3333333333,2821,No,-,-,-,0
3018Q3ZVOJ3ZGYKEZB043UYLYCDRAW,A13W8W81TPORYZ,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-06T22:34:46Z,2014-10-06T22:35:27Z,2014-10-06T23:37:16Z,13062.666666667,214,No,-,-,-,0
3018Q3ZVOJ3ZGYKEZB043UYLYCDRAW,A13W8W81TPORYZ,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-06T22:34:46Z,2014-10-06T22:35:27Z,2014-10-06T23:37:16Z,13062.666666667,1579,No,-,-,-,0
3018Q3ZVOJ3ZGYKEZB043UYLYCDRAW,A13W8W81TPORYZ,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-06T22:34:46Z,2014-10-06T22:35:27Z,2014-10-06T23:37:16Z,13062.666666667,2821,No,-,-,-,0
3WYP994K1847QXKXNTBMVLPW5G5Y6I,A31A4YKVSOYRVS,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-07T00:45:03Z,2014-10-07T00:45:43Z,2014-10-07T01:47:15Z,12929,214,No,-,-,-,0
3WYP994K1847QXKXNTBMVLPW5G5Y6I,A31A4YKVSOYRVS,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-07T00:45:03Z,2014-10-07T00:45:43Z,2014-10-07T01:47:15Z,12929,1579,No,-,-,-,0
3WYP994K1847QXKXNTBMVLPW5G5Y6I,A31A4YKVSOYRVS,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-07T00:45:03Z,2014-10-07T00:45:43Z,2014-10-07T01:47:15Z,12929,2821,No,-,-,-,0
3LOZAJ85YEQU8RBMVVDHMU1BN6MX29,A1QCQE5XW37LN1,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-07T11:59:01Z,2014-10-07T12:00:10Z,2014-10-07T13:02:15Z,22530.333333333,214,No,-,-,-,0
3LOZAJ85YEQU8RBMVVDHMU1BN6MX29,A1QCQE5XW37LN1,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-07T11:59:01Z,2014-10-07T12:00:10Z,2014-10-07T13:02:15Z,22530.333333333,1579,No,-,-,-,0
3LOZAJ85YEQU8RBMVVDHMU1BN6MX29,A1QCQE5XW37LN1,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-07T11:59:01Z,2014-10-07T12:00:10Z,2014-10-07T13:02:15Z,22530.333333333,2821,No,-,-,-,0
3MTMREQS4WV4OU10Y5AAQT62QTQAWK,AQIURY9V7X00Z,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-08T01:46:20Z,2014-10-08T01:46:55Z,2014-10-08T02:47:15Z,10961.666666667,214,No,-,-,-,0
3MTMREQS4WV4OU10Y5AAQT62QTQAWK,AQIURY9V7X00Z,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-08T01:46:20Z,2014-10-08T01:46:55Z,2014-10-08T02:47:15Z,10961.666666667,1579,No,-,-,-,0
3MTMREQS4WV4OU10Y5AAQT62QTQAWK,AQIURY9V7X00Z,3ZFRE2BDQ9RISIG5UZHTKMGYX6JZXH,2014-10-08T01:46:20Z,2014-10-08T01:46:55Z,2014-10-08T02:47:15Z,10961.666666667,2821,No,-,-,-,0
3WEV0KO0ON59FKN3YARBJ5BN5HRDS6,A27QCN3GYCZTPE,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-06T21:23:25Z,2014-10-06T21:29:23Z,2014-10-06T22:32:14Z,118693.66666667,3029,No,-,-,-,0
3WEV0KO0ON59FKN3YARBJ5BN5HRDS6,A27QCN3GYCZTPE,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-06T21:23:25Z,2014-10-06T21:29:23Z,2014-10-06T22:32:14Z,118693.66666667,3004,No,-,-,-,0
3WEV0KO0ON59FKN3YARBJ5BN5HRDS6,A27QCN3GYCZTPE,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-06T21:23:25Z,2014-10-06T21:29:23Z,2014-10-06T22:32:14Z,118693.66666667,3910,No,-,-,-,0
3GM6G9ZBKOADYE6V03V4C0U3GFFMT6,A31A4YKVSOYRVS,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T11:13:41Z,2014-10-07T11:14:14Z,2014-10-07T12:17:16Z,10470.333333333,3029,No,-,-,-,0
3GM6G9ZBKOADYE6V03V4C0U3GFFMT6,A31A4YKVSOYRVS,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T11:13:41Z,2014-10-07T11:14:14Z,2014-10-07T12:17:16Z,10470.333333333,3004,No,-,-,-,0
3GM6G9ZBKOADYE6V03V4C0U3GFFMT6,A31A4YKVSOYRVS,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T11:13:41Z,2014-10-07T11:14:14Z,2014-10-07T12:17:16Z,10470.333333333,3910,No,-,-,-,0
3DUZQ9U6SN1V91NPPVR5PRHU5PHSV8,AV3CA0IYNRCCJ,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:32:32Z,2014-10-07T13:32:56Z,2014-10-07T14:37:14Z,7186,3029,No,-,-,-,0
3DUZQ9U6SN1V91NPPVR5PRHU5PHSV8,AV3CA0IYNRCCJ,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:32:32Z,2014-10-07T13:32:56Z,2014-10-07T14:37:14Z,7186,3004,No,-,-,-,0
3DUZQ9U6SN1V91NPPVR5PRHU5PHSV8,AV3CA0IYNRCCJ,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:32:32Z,2014-10-07T13:32:56Z,2014-10-07T14:37:14Z,7186,3910,No,-,-,-,0
3ZPBJO59KQEKPB9NNGFCFR4LW7WHDD,A2PXPKUKK3E0CW,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:47:04Z,2014-10-07T13:59:30Z,2014-10-07T15:02:16Z,5011,3029,No,-,-,-,0
3ZPBJO59KQEKPB9NNGFCFR4LW7WHDD,A2PXPKUKK3E0CW,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:47:04Z,2014-10-07T13:59:30Z,2014-10-07T15:02:16Z,5011,3004,No,-,-,-,0
3ZPBJO59KQEKPB9NNGFCFR4LW7WHDD,A2PXPKUKK3E0CW,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:47:04Z,2014-10-07T13:59:30Z,2014-10-07T15:02:16Z,5011,3910,No,-,-,-,0
3W92K5RLWVUU3ZPEDZEXWG72R585VI,A19PATBI3SQNU0,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:19:29Z,2014-10-07T14:07:35Z,2014-10-07T15:12:15Z,15425.333333333,3029,No,-,-,-,0
3W92K5RLWVUU3ZPEDZEXWG72R585VI,A19PATBI3SQNU0,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:19:29Z,2014-10-07T14:07:35Z,2014-10-07T15:12:15Z,15425.333333333,3004,No,-,-,-,0
3W92K5RLWVUU3ZPEDZEXWG72R585VI,A19PATBI3SQNU0,33TGB4G0LPUM6676O7SBYYFHCAYXT0,2014-10-07T13:19:29Z,2014-10-07T14:07:35Z,2014-10-07T15:12:15Z,15425.333333333,3910,No,-,-,-,0
3KXIR214I5T3APNCBKBCPJ4DUAQ246,A27QCN3GYCZTPE,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-06T17:27:08Z,2014-10-06T17:27:23Z,2014-10-06T18:32:14Z,3909.6666666667,2622,No,-,-,-,0
3KXIR214I5T3APNCBKBCPJ4DUAQ246,A27QCN3GYCZTPE,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-06T17:27:08Z,2014-10-06T17:27:23Z,2014-10-06T18:32:14Z,3909.6666666667,851,No,-,-,-,0
3KXIR214I5T3APNCBKBCPJ4DUAQ246,A27QCN3GYCZTPE,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-06T17:27:08Z,2014-10-06T17:27:23Z,2014-10-06T18:32:14Z,3909.6666666667,3443,No,-,-,-,0
3L6L49WXW1AV9M6ZT3DANQ7PEKV45N,A2PXPKUKK3E0CW,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T00:19:02Z,2014-10-07T00:23:17Z,2014-10-07T01:27:15Z,11329,2622,Yes,Yes,Yes,1000,0
3L6L49WXW1AV9M6ZT3DANQ7PEKV45N,A2PXPKUKK3E0CW,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T00:19:02Z,2014-10-07T00:23:17Z,2014-10-07T01:27:15Z,11329,851,No,-,-,-,0
3L6L49WXW1AV9M6ZT3DANQ7PEKV45N,A2PXPKUKK3E0CW,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T00:19:02Z,2014-10-07T00:23:17Z,2014-10-07T01:27:15Z,11329,3443,No,-,-,-,0
3MB8LZR5BG6UPDYN6IGXBWSIXXQLKP,A997OZ3H2B3Q2,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T03:28:27Z,2014-10-07T03:29:46Z,2014-10-07T04:32:16Z,25440,2622,No,-,-,-,0
3MB8LZR5BG6UPDYN6IGXBWSIXXQLKP,A997OZ3H2B3Q2,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T03:28:27Z,2014-10-07T03:29:46Z,2014-10-07T04:32:16Z,25440,851,No,-,-,-,0
3MB8LZR5BG6UPDYN6IGXBWSIXXQLKP,A997OZ3H2B3Q2,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T03:28:27Z,2014-10-07T03:29:46Z,2014-10-07T04:32:16Z,25440,3443,No,-,-,-,0
3MAOD8E57RNQXD0FHEB1EI49Y16XNT,AV3CA0IYNRCCJ,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T03:42:46Z,2014-10-07T03:44:15Z,2014-10-07T04:47:15Z,29383.333333333,2622,Yes,Yes,Yes,1000,0
3MAOD8E57RNQXD0FHEB1EI49Y16XNT,AV3CA0IYNRCCJ,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T03:42:46Z,2014-10-07T03:44:15Z,2014-10-07T04:47:15Z,29383.333333333,851,No,-,-,-,0
3MAOD8E57RNQXD0FHEB1EI49Y16XNT,AV3CA0IYNRCCJ,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T03:42:46Z,2014-10-07T03:44:15Z,2014-10-07T04:47:15Z,29383.333333333,3443,CantTell,CantTell,CantTell,NoInfo,0
3I7DHKZYGOD5723ODK9TEU4G3BI5FS,A31A4YKVSOYRVS,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T12:08:02Z,2014-10-07T12:08:26Z,2014-10-07T13:12:16Z,7373.6666666667,2622,No,-,-,-,0
3I7DHKZYGOD5723ODK9TEU4G3BI5FS,A31A4YKVSOYRVS,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T12:08:02Z,2014-10-07T12:08:26Z,2014-10-07T13:12:16Z,7373.6666666667,851,No,-,-,-,0
3I7DHKZYGOD5723ODK9TEU4G3BI5FS,A31A4YKVSOYRVS,3TFJJUELSH24J92YEWCSJYLHBFX2CB,2014-10-07T12:08:02Z,2014-10-07T12:08:26Z,2014-10-07T13:12:16Z,7373.6666666667,3443,No,-,-,-,0
3QRYMNZ7FZUJGWRVC4A4PFJ3L3JTN3,A27QCN3GYCZTPE,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-05T23:07:40Z,2014-10-05T23:08:12Z,2014-10-06T00:12:15Z,9843,1686,No,-,-,-,0
3QRYMNZ7FZUJGWRVC4A4PFJ3L3JTN3,A27QCN3GYCZTPE,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-05T23:07:40Z,2014-10-05T23:08:12Z,2014-10-06T00:12:15Z,9843,3707,No,-,-,-,0
3QRYMNZ7FZUJGWRVC4A4PFJ3L3JTN3,A27QCN3GYCZTPE,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-05T23:07:40Z,2014-10-05T23:08:12Z,2014-10-06T00:12:15Z,9843,866,No,-,-,-,0
3HMIGG0U4MJUUB3LG88KFZLNBCZY8A,AV3CA0IYNRCCJ,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T02:39:28Z,2014-10-07T02:40:01Z,2014-10-07T03:42:15Z,10762,1686,No,-,-,-,0
3HMIGG0U4MJUUB3LG88KFZLNBCZY8A,AV3CA0IYNRCCJ,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T02:39:28Z,2014-10-07T02:40:01Z,2014-10-07T03:42:15Z,10762,3707,No,-,-,-,0
3HMIGG0U4MJUUB3LG88KFZLNBCZY8A,AV3CA0IYNRCCJ,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T02:39:28Z,2014-10-07T02:40:01Z,2014-10-07T03:42:15Z,10762,866,CantTell,CantTell,CantTell,NoInfo,0
354P56DE9LGTYBMT7XOPJD1RJ757SQ,A1QCQE5XW37LN1,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T10:26:08Z,2014-10-07T10:27:54Z,2014-10-07T11:32:16Z,34521.333333333,1686,No,-,-,-,0
354P56DE9LGTYBMT7XOPJD1RJ757SQ,A1QCQE5XW37LN1,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T10:26:08Z,2014-10-07T10:27:54Z,2014-10-07T11:32:16Z,34521.333333333,3707,CantTell,CantTell,CantTell,NoInfo,0
354P56DE9LGTYBMT7XOPJD1RJ757SQ,A1QCQE5XW37LN1,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T10:26:08Z,2014-10-07T10:27:54Z,2014-10-07T11:32:16Z,34521.333333333,866,No,-,-,-,0
3F0BG9B9MQ0QUXY263GE1ZPS0S3Y7X,A31A4YKVSOYRVS,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T12:03:26Z,2014-10-07T12:03:42Z,2014-10-07T13:07:16Z,4898.3333333333,1686,No,-,-,-,0
3F0BG9B9MQ0QUXY263GE1ZPS0S3Y7X,A31A4YKVSOYRVS,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T12:03:26Z,2014-10-07T12:03:42Z,2014-10-07T13:07:16Z,4898.3333333333,3707,No,-,-,-,0
3F0BG9B9MQ0QUXY263GE1ZPS0S3Y7X,A31A4YKVSOYRVS,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T12:03:26Z,2014-10-07T12:03:42Z,2014-10-07T13:07:16Z,4898.3333333333,866,No,-,-,-,0
39LOEL67OTITE86XRNFUP5PA2BF38K,A2PXPKUKK3E0CW,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T13:06:43Z,2014-10-07T13:49:22Z,2014-10-07T14:52:15Z,5006.3333333333,1686,No,-,-,-,0
39LOEL67OTITE86XRNFUP5PA2BF38K,A2PXPKUKK3E0CW,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T13:06:43Z,2014-10-07T13:49:22Z,2014-10-07T14:52:15Z,5006.3333333333,3707,No,-,-,-,0
39LOEL67OTITE86XRNFUP5PA2BF38K,A2PXPKUKK3E0CW,3K3G488TR2L0C7V41XFL1ADAZ4P5QK,2014-10-07T13:06:43Z,2014-10-07T13:49:22Z,2014-10-07T14:52:15Z,5006.3333333333,866,No,-,-,-,0
3K2755HG5TG0BFIHSQRCC6S8GROFDG,A27QCN3GYCZTPE,3L7SUC0TTU7AWLBBCY2S36XE8VI0M8,2014-10-06T17:30:24Z,2014-10-06T17:30:35Z,2014-10-06T18:32:15Z,3123.3333333333,4462,No,-,-,-,0
3K2755HG5TG0BFIHSQRCC6S8GROFDG,A27QCN3GYCZTPE,3L7SUC0TTU7AWLBBCY2S36XE8VI0M8,2014-10-06T17:30:24Z,2014-10-06T17:30:35Z,2014-10-06T18:32:15Z,3123.3333333333,2962,No,-,-,-,0
3K2755HG5TG0BFIHSQRCC6S8GROFDG,A27QCN3GYCZTPE,3L7SUC0TTU7AWLBBCY2S36XE8VI0M8,2014-10-06T17:30:24Z,2014-10-06T17:30:35Z,2014-10-06T18:32:15Z,3123.3333333333,360,No,-,-,-,0
3W2LOLRXLCS5SBT0B2DTX81H3OYKRV,A997OZ3H2B3Q2,3L7SUC0TTU7AWLBBCY2S36XE8VI0M8,2014-10-06T18:33:35Z,2014-10-06T18:34:36Z,2014-10-06T19:37:15Z,19215.666666667,4462,Yes,No,-,-,0
3W2LOLRXLCS5SBT0B2DTX81H3OYKRV,A997OZ3H2B3Q2,3L7SUC0TTU7AWLBBCY2S36XE8VI0M8,2014-10-06T18:33:35Z,2014-10-06T18:34:36Z,2014-10-06T19:37:15Z,19215.666666667,2962,No,-,-,-,0
